session_id,user_id,event_timestamp,channel,campaign,device,page_visited,session_duration_seconds
2c47d6ed-a7da-48,b6d59a28-a79,2024-01-31 03:53:00,social_media,instagram_launch,desktop,/signup,160
b7ec09a1-aafd-41,b6d59a28-a79,2024-02-01 10:29:00,email,abandoned_cart,desktop,/checkout,226
d5a3e6d4-c3a9-44,b6d59a28-a79,2024-02-02 11:30:00,direct,,desktop,/home,463
3fe1ca77-490a-43,6cc6d4f9-2ba,2024-02-10 22:07:00,email,welcome_series,mobile,/home,366
cc64a7cb-6c5c-49,6cc6d4f9-2ba,2024-02-11 21:51:00,referral,partner_promo_jan,mobile,/products,264
704916e6-fd95-4c,6cc6d4f9-2ba,2024-02-12 17:10:00,direct,,mobile,/pricing,588
c219d9e1-9cd1-4e,6cc6d4f9-2ba,2024-02-13 07:51:00,social_media,tiktok_awareness,mobile,/about,203
fcdbe29b-cfda-43,6cc6d4f9-2ba,2024-02-14 21:27:00,organic_search,,mobile,/about,44
f089604c-0940-4d,6cc6d4f9-2ba,2024-02-15 06:28:00,referral,,mobile,/blog,454
004b9ac2-c4c6-4e,7ad92914-620,2024-01-28 02:36:00,email,loyalty_nudge,mobile,/home,564
732e0660-872c-49,7ad92914-620,2024-01-29 10:12:00,organic_search,content_hub_v2,mobile,/about,131
f61abf84-5fc4-42,7ad92914-620,2024-01-30 15:33:00,email,loyalty_nudge,mobile,/signup,335
da20ebe0-4844-43,7ad92914-620,2024-01-31 19:25:00,direct,,mobile,/blog,131
fe874e5a-5293-40,99b67462-aeb,2024-03-27 19:37:00,paid_social,linkedin_b2b,tablet,/home,152
3362a366-4fc7-47,99b67462-aeb,2024-03-28 07:19:00,email,welcome_series,tablet,/home,202
6ab103b2-1d41-42,99b67462-aeb,2024-03-29 04:32:00,email,loyalty_nudge,tablet,/about,443
9a521cc3-3a1b-44,99b67462-aeb,2024-03-30 18:24:00,direct,,tablet,/about,205
c86660d3-baf5-48,53c03c56-808,2024-03-29 05:31:00,organic_search,,tablet,/pricing,158
58b271b9-01b6-4d,53c03c56-808,2024-03-30 14:39:00,organic_search,content_hub_v2,tablet,/home,382
c3bf300a-b7ad-4e,53c03c56-808,2024-03-31 04:12:00,paid_search,brand_awareness_q1,tablet,/checkout,408
15e8ef31-db40-4b,53c03c56-808,2024-04-01 13:43:00,direct,,tablet,/about,440
5a97900e-7bca-43,a7b33bb7-d0b,2024-03-03 00:50:00,paid_search,retargeting_jan,mobile,/checkout,240
bcc123e6-4084-49,a7b33bb7-d0b,2024-03-04 08:14:00,email,welcome_series,mobile,/blog,310
f8cfb1aa-34a5-43,a7b33bb7-d0b,2024-03-05 18:47:00,organic_search,content_hub_v2,mobile,/checkout,522
bff3b7c6-6011-47,a7b33bb7-d0b,2024-03-06 18:07:00,direct,,mobile,/pricing,571
fa0b0a30-ab94-4f,a7b33bb7-d0b,2024-03-07 17:52:00,paid_social,linkedin_b2b,mobile,/checkout,57
dbf4ef28-4c1a-43,a7b33bb7-d0b,2024-03-08 14:34:00,paid_social,youtube_retarget,mobile,/products,450
c5f3903e-22e0-42,e1a0dca2-822,2024-03-24 14:16:00,email,welcome_series,mobile,/pricing,104
376c92cb-86a4-40,ed194edb-84c,2024-01-16 18:44:00,organic_search,,mobile,/pricing,453
095b673d-3ccb-4a,ed194edb-84c,2024-01-17 04:50:00,organic_search,,mobile,/products,226
1bedccb3-c26d-4a,ed194edb-84c,2024-01-18 18:22:00,paid_social,meta_lookalike,mobile,/blog,302
3b6ce898-5dd9-4f,ed194edb-84c,2024-01-19 10:45:00,direct,,mobile,/pricing,311
4d7fedd5-4aab-47,57c42828-ae8,2024-03-06 04:48:00,paid_social,meta_lookalike,tablet,/checkout,436
022da3a6-411c-40,57c42828-ae8,2024-03-07 20:08:00,paid_search,brand_awareness_q1,tablet,/signup,150
01ad4d53-4ab5-49,57c42828-ae8,2024-03-08 22:20:00,organic_search,seo_blog_push,tablet,/checkout,268
d56eddcb-56e6-47,57c42828-ae8,2024-03-09 12:31:00,paid_social,youtube_retarget,tablet,/products,290
bb334743-6f5a-45,57c42828-ae8,2024-03-10 12:28:00,referral,affiliate_v2,tablet,/home,110
eb415756-b09c-42,77e8069d-ef5,2024-02-05 15:20:00,email,abandoned_cart,tablet,/blog,17
039eb29a-7f78-4e,77e8069d-ef5,2024-02-06 02:46:00,paid_social,youtube_retarget,tablet,/about,381
702a1cf8-edda-4c,77e8069d-ef5,2024-02-07 17:25:00,paid_social,meta_lookalike,tablet,/products,454
933670b1-a846-47,77e8069d-ef5,2024-02-08 15:17:00,paid_social,meta_lookalike,tablet,/pricing,305
cff8b22f-5cae-4f,f02903a5-0b6,2024-01-17 10:57:00,paid_social,linkedin_b2b,tablet,/signup,64
40e6a2a5-6d68-46,f02903a5-0b6,2024-01-18 20:50:00,paid_search,spring_sale_2024,tablet,/checkout,485
661c12c1-a5fc-4d,f02903a5-0b6,2024-01-19 05:28:00,paid_search,spring_sale_2024,tablet,/about,15
0178e5c0-de86-44,964014f7-ece,2024-03-29 05:55:00,referral,affiliate_v2,mobile,/pricing,110
2b662897-05f7-43,964014f7-ece,2024-03-30 08:05:00,referral,affiliate_v2,mobile,/pricing,184
2fec18f6-8df5-4d,964014f7-ece,2024-03-31 20:19:00,paid_search,brand_awareness_q1,mobile,/signup,254
2e77a1ab-0cb1-47,964014f7-ece,2024-04-01 02:45:00,social_media,fb_engagement,mobile,/home,16
abb5b433-adb8-4f,c495abf5-5d4,2024-01-17 21:28:00,organic_search,,tablet,/home,23
b368da02-e36a-4d,c495abf5-5d4,2024-01-18 03:55:00,referral,affiliate_v2,tablet,/about,150
06ca69b3-241d-4d,761646b1-f64,2024-02-19 03:20:00,referral,partner_promo_jan,mobile,/pricing,321
f2d2eb53-7c89-4f,761646b1-f64,2024-02-20 04:41:00,organic_search,content_hub_v2,mobile,/signup,161
d403581b-6823-4a,761646b1-f64,2024-02-21 18:00:00,paid_search,retargeting_jan,mobile,/blog,183
5902fda9-cc35-4c,761646b1-f64,2024-02-22 23:13:00,social_media,tiktok_awareness,mobile,/signup,170
7f6d6f48-c8f4-49,2452a3ab-c24,2024-01-28 03:37:00,paid_search,spring_sale_2024,mobile,/signup,408
c9187c17-68c9-4e,2452a3ab-c24,2024-01-29 10:50:00,email,abandoned_cart,mobile,/products,268
7b337959-52e0-4f,2452a3ab-c24,2024-01-30 02:15:00,email,loyalty_nudge,mobile,/blog,306
a378d711-ce0e-43,2452a3ab-c24,2024-01-31 00:54:00,paid_social,youtube_retarget,mobile,/checkout,323
e3c67bc4-30c6-42,2452a3ab-c24,2024-02-01 19:32:00,organic_search,,mobile,/products,416
4aad21c7-7a1c-42,2fbc1449-d55,2024-01-31 07:31:00,social_media,instagram_launch,desktop,/signup,87
942f608d-89b2-43,2fbc1449-d55,2024-02-01 11:59:00,direct,,desktop,/pricing,150
bde71345-b874-40,2fbc1449-d55,2024-02-02 13:23:00,social_media,fb_engagement,desktop,/blog,191
78780d26-3ad8-4c,f601e82f-cb8,2024-01-10 00:16:00,direct,,mobile,/products,55
765b6a43-f99e-4a,f601e82f-cb8,2024-01-11 16:18:00,paid_search,brand_awareness_q1,mobile,/signup,528
7f608990-d007-4d,f601e82f-cb8,2024-01-12 13:44:00,paid_social,linkedin_b2b,mobile,/about,99
424da7a7-4f98-41,f601e82f-cb8,2024-01-13 17:39:00,referral,,mobile,/products,299
f5065559-2b59-48,c9b36fdb-72f,2024-03-06 17:20:00,paid_social,meta_lookalike,mobile,/about,82
81eaf7c4-bc56-4c,62354533-b13,2024-01-31 13:07:00,organic_search,seo_blog_push,mobile,/about,71
00d89b43-1758-40,62354533-b13,2024-02-01 23:42:00,email,loyalty_nudge,mobile,/signup,194
db8363ed-1499-4f,62354533-b13,2024-02-02 22:08:00,paid_search,spring_sale_2024,mobile,/signup,26
35a2fe32-2d4e-4e,2c76c065-0a6,2024-02-14 05:23:00,direct,,tablet,/products,290
940b2528-abbd-4e,2c76c065-0a6,2024-02-15 00:21:00,referral,partner_promo_jan,tablet,/checkout,454
d2efafc4-1f0c-40,4eb45df2-2c0,2024-02-03 15:29:00,direct,,tablet,/blog,383
c316192b-8921-47,4eb45df2-2c0,2024-02-04 18:10:00,paid_search,brand_awareness_q1,tablet,/pricing,176
3920185c-83d4-49,4eb45df2-2c0,2024-02-05 18:43:00,email,welcome_series,tablet,/signup,133
c0d5a66b-f110-46,41429a66-4ca,2024-01-01 07:02:00,paid_social,meta_lookalike,mobile,/about,387
8c4655b2-99fc-4c,41429a66-4ca,2024-01-02 05:59:00,social_media,instagram_launch,mobile,/checkout,51
3729878d-6890-4a,7d4b5677-706,2024-03-24 07:26:00,organic_search,content_hub_v2,desktop,/signup,342
491c4812-255a-46,7d4b5677-706,2024-03-25 18:23:00,email,welcome_series,desktop,/home,529
e671c3fa-79f0-4c,7d4b5677-706,2024-03-26 05:14:00,referral,partner_promo_jan,desktop,/checkout,543
5ab1b8fb-206f-43,7d4b5677-706,2024-03-27 02:56:00,paid_search,brand_awareness_q1,desktop,/about,304
10c457c6-34d5-49,7d4b5677-706,2024-03-28 10:05:00,paid_social,linkedin_b2b,desktop,/blog,482
79b8a31b-82e5-47,8548af9e-b74,2024-02-07 23:39:00,paid_social,linkedin_b2b,tablet,/products,490
860231a0-52af-44,2468016d-3c7,2024-03-04 07:09:00,referral,,mobile,/home,434
5f7d2e6f-346b-4e,2468016d-3c7,2024-03-05 17:22:00,paid_search,spring_sale_2024,mobile,/signup,24
8eeaf0ce-683e-4a,2468016d-3c7,2024-03-06 21:24:00,email,welcome_series,mobile,/checkout,329
cf01eca2-81d3-44,e8930198-b5a,2024-01-31 04:45:00,social_media,instagram_launch,desktop,/pricing,110
b02e0a23-df54-4e,58146b9c-ce3,2024-03-07 14:47:00,referral,affiliate_v2,desktop,/home,112
7b3a09f7-d1b1-4c,a6c0e0b7-46d,2024-02-20 13:42:00,direct,,mobile,/products,257
8d906337-aa58-41,a6c0e0b7-46d,2024-02-21 10:59:00,email,abandoned_cart,mobile,/checkout,417
5ed68e54-0c28-49,a6c0e0b7-46d,2024-02-22 10:20:00,referral,,mobile,/about,293
cb78537a-513e-4e,a6c0e0b7-46d,2024-02-23 06:08:00,organic_search,seo_blog_push,mobile,/checkout,126
bcdcaf92-3c1f-43,a6c0e0b7-46d,2024-02-24 05:28:00,organic_search,seo_blog_push,mobile,/about,336
f17c6be2-41ef-44,d3b030d8-7d6,2024-01-27 08:54:00,email,abandoned_cart,desktop,/home,107
052f809c-30b8-40,d3b030d8-7d6,2024-01-28 09:52:00,organic_search,,desktop,/signup,56
e592aa07-a437-4f,d3b030d8-7d6,2024-01-29 04:05:00,organic_search,content_hub_v2,desktop,/signup,269
0c34780e-4489-4d,d3b030d8-7d6,2024-01-30 16:03:00,email,abandoned_cart,desktop,/signup,321
434823e1-b6e3-4e,d3b030d8-7d6,2024-01-31 00:25:00,email,welcome_series,desktop,/checkout,478
39fa88e9-e873-4d,d11938ab-f27,2024-02-01 04:07:00,social_media,instagram_launch,mobile,/home,78
3ced919e-2094-46,d11938ab-f27,2024-02-02 04:12:00,paid_social,meta_lookalike,mobile,/checkout,425
0dbd66cf-c5e3-4f,d11938ab-f27,2024-02-03 20:41:00,email,loyalty_nudge,mobile,/home,280
d369d1a0-f44d-42,d11938ab-f27,2024-02-04 00:04:00,paid_social,meta_lookalike,mobile,/products,469
9896f13a-bc91-40,d11938ab-f27,2024-02-05 02:57:00,paid_social,meta_lookalike,mobile,/checkout,354
ede038e7-d1ae-40,994ac9df-73e,2024-02-29 13:52:00,organic_search,,mobile,/signup,419
7164025d-4b29-45,0ad80c27-f94,2024-01-23 08:17:00,organic_search,seo_blog_push,desktop,/about,167
d5f93a4b-2b20-47,0ad80c27-f94,2024-01-24 19:39:00,paid_search,retargeting_jan,desktop,/products,317
e3a473ad-48b4-4b,0ad80c27-f94,2024-01-25 17:30:00,social_media,tiktok_awareness,desktop,/home,104
6f450416-3132-4c,0ad80c27-f94,2024-01-26 04:26:00,email,abandoned_cart,desktop,/products,553
78efe48c-acba-47,2fb3dc8d-5a6,2024-03-10 11:30:00,social_media,fb_engagement,mobile,/blog,511
68ed803f-26e6-46,2fb3dc8d-5a6,2024-03-11 16:20:00,email,loyalty_nudge,mobile,/about,291
b407c869-53af-4f,6a019dc3-d61,2024-03-17 01:51:00,paid_search,brand_awareness_q1,mobile,/about,557
5e9549d5-9037-4a,6a019dc3-d61,2024-03-18 07:10:00,email,loyalty_nudge,mobile,/home,268
4a00b606-5e38-4f,e0b2575e-650,2024-01-08 11:59:00,direct,,mobile,/checkout,192
72781602-b1cf-4c,e0b2575e-650,2024-01-09 18:20:00,organic_search,seo_blog_push,mobile,/checkout,382
56bf41e4-5772-44,e0b2575e-650,2024-01-10 22:44:00,direct,,mobile,/pricing,596
00fbd0d5-6cfc-46,d5491abd-645,2024-01-25 05:31:00,direct,,desktop,/home,107
00c3a511-a774-44,d5491abd-645,2024-01-26 19:14:00,paid_search,spring_sale_2024,desktop,/home,554
c80628c9-e208-4e,d5491abd-645,2024-01-27 10:58:00,social_media,instagram_launch,desktop,/blog,221
5426f809-d4d6-49,d5491abd-645,2024-01-28 10:45:00,paid_social,meta_lookalike,desktop,/products,346
d82171d3-f2da-49,d5491abd-645,2024-01-29 04:37:00,paid_search,spring_sale_2024,desktop,/signup,160
b8a548af-03a5-41,902a3424-af7,2024-01-10 12:37:00,referral,,desktop,/home,359
ca4f0071-560e-49,902a3424-af7,2024-01-11 04:10:00,email,abandoned_cart,desktop,/signup,462
59be1228-0054-44,902a3424-af7,2024-01-12 15:41:00,paid_social,youtube_retarget,desktop,/pricing,193
42afe062-e3ee-44,902a3424-af7,2024-01-13 22:56:00,referral,,desktop,/blog,380
7242d9a9-e87f-4f,902a3424-af7,2024-01-14 18:52:00,organic_search,,desktop,/products,402
0d45403c-b060-48,ee5f9dc4-001,2024-02-07 00:44:00,organic_search,,mobile,/blog,415
8d9df2b3-01a5-43,ee5f9dc4-001,2024-02-08 01:11:00,paid_social,youtube_retarget,mobile,/blog,340
0cb0198e-73b4-4d,ee5f9dc4-001,2024-02-09 07:40:00,paid_social,youtube_retarget,mobile,/blog,121
bc5c49b9-3931-4a,032f6b48-dbc,2024-01-10 05:40:00,email,abandoned_cart,mobile,/home,358
909a0024-3be3-45,032f6b48-dbc,2024-01-11 08:13:00,social_media,instagram_launch,mobile,/products,84
f9339d9a-958a-4c,032f6b48-dbc,2024-01-12 03:46:00,email,abandoned_cart,mobile,/home,64
1e9f25db-79da-4f,032f6b48-dbc,2024-01-13 23:26:00,social_media,tiktok_awareness,mobile,/products,438
28bcff52-bbbc-48,e1eebc15-2ff,2024-02-18 18:41:00,paid_social,linkedin_b2b,mobile,/checkout,245
d11abb53-cbf9-4a,e1eebc15-2ff,2024-02-19 02:51:00,organic_search,content_hub_v2,mobile,/checkout,49
b9735533-1e06-46,e1eebc15-2ff,2024-02-20 10:16:00,email,welcome_series,mobile,/home,90
d6093cca-d5e6-45,e1eebc15-2ff,2024-02-21 12:10:00,email,welcome_series,mobile,/signup,91
ec5dea2c-4def-4e,e8cd6f46-070,2024-01-12 22:01:00,direct,,desktop,/about,183
4f720760-dcf4-49,e8cd6f46-070,2024-01-13 05:03:00,direct,,desktop,/home,354
459a6e5e-3bcf-4a,e8cd6f46-070,2024-01-14 13:44:00,organic_search,seo_blog_push,desktop,/blog,568
7af66815-e40f-45,e8cd6f46-070,2024-01-15 09:19:00,email,loyalty_nudge,desktop,/products,113
1100514a-9777-4a,e8cd6f46-070,2024-01-16 18:35:00,paid_search,brand_awareness_q1,desktop,/checkout,517
94f912cf-060f-45,7698e16f-3b6,2024-01-01 21:40:00,paid_search,brand_awareness_q1,desktop,/blog,506
5c880b93-d6fa-47,7698e16f-3b6,2024-01-02 00:13:00,organic_search,seo_blog_push,desktop,/products,313
db39e07d-6e1b-45,0101d4c3-573,2024-02-09 21:16:00,social_media,tiktok_awareness,desktop,/home,572
593f49ff-bc5c-41,0101d4c3-573,2024-02-10 11:56:00,social_media,instagram_launch,desktop,/about,393
9711f7fe-9b1f-44,0101d4c3-573,2024-02-11 01:16:00,organic_search,content_hub_v2,desktop,/about,491
f5c2239c-e001-48,0101d4c3-573,2024-02-12 08:36:00,email,welcome_series,desktop,/home,169
ff97a174-0536-4e,8d3ea292-57b,2024-01-11 13:48:00,email,loyalty_nudge,tablet,/blog,247
2ca7086e-36ad-4f,8d3ea292-57b,2024-01-12 12:52:00,direct,,tablet,/blog,443
70bf69ac-3c9d-41,8d3ea292-57b,2024-01-13 18:56:00,direct,,tablet,/products,502
6859b0cf-cfc3-49,8d3ea292-57b,2024-01-14 12:57:00,email,welcome_series,tablet,/checkout,50
1ce958aa-6a76-41,8d3ea292-57b,2024-01-15 03:48:00,direct,,tablet,/about,192
5ec41d7b-b118-4d,8d3ea292-57b,2024-01-16 06:08:00,organic_search,seo_blog_push,tablet,/home,448
1b4e43e2-9ce1-4f,eb769325-a4a,2024-02-25 04:53:00,paid_social,youtube_retarget,mobile,/blog,279
96bf8b45-adf1-4e,a824ceea-2ab,2024-01-09 12:35:00,social_media,fb_engagement,mobile,/pricing,297
326db5bb-ce6a-43,a824ceea-2ab,2024-01-10 00:50:00,direct,,mobile,/signup,550
945d3bd0-7be8-4a,a824ceea-2ab,2024-01-11 03:26:00,paid_social,linkedin_b2b,mobile,/products,166
e8f40f29-931f-41,42df540d-f87,2024-01-13 09:55:00,direct,,mobile,/blog,367
db1a3bd2-250b-47,42df540d-f87,2024-01-14 12:41:00,social_media,tiktok_awareness,mobile,/about,600
af5ed04b-4c4a-43,42df540d-f87,2024-01-15 01:11:00,direct,,mobile,/pricing,427
854b2b7a-6a39-47,42df540d-f87,2024-01-16 19:43:00,organic_search,,mobile,/signup,426
63a880a9-ce8e-4f,42df540d-f87,2024-01-17 10:44:00,paid_search,brand_awareness_q1,mobile,/products,65
fc59800b-bf67-48,a2cc8969-9f1,2024-02-04 09:19:00,paid_search,brand_awareness_q1,desktop,/pricing,518
8d7729e1-8944-46,a2cc8969-9f1,2024-02-05 21:06:00,paid_social,youtube_retarget,desktop,/checkout,248
e5b195d4-b4e8-43,a2cc8969-9f1,2024-02-06 23:28:00,organic_search,content_hub_v2,desktop,/checkout,343
f276cb9c-e5a3-4c,a2cc8969-9f1,2024-02-07 13:38:00,email,loyalty_nudge,desktop,/signup,106
7d14fd4a-2664-4c,a2cc8969-9f1,2024-02-08 06:58:00,organic_search,content_hub_v2,desktop,/checkout,431
c54c793e-ae0a-41,a2cc8969-9f1,2024-02-09 16:55:00,referral,affiliate_v2,desktop,/pricing,72
fe58ffb5-c2f5-4f,99317e9a-87d,2024-01-09 12:08:00,referral,,desktop,/checkout,551
888144d5-cacd-47,99317e9a-87d,2024-01-10 05:12:00,direct,,desktop,/checkout,220
a6c1a7a6-2d5d-43,99317e9a-87d,2024-01-11 07:02:00,paid_social,meta_lookalike,desktop,/about,66
0d1253f8-95db-41,99317e9a-87d,2024-01-12 06:17:00,email,loyalty_nudge,desktop,/pricing,490
39db6694-0f77-45,99317e9a-87d,2024-01-13 20:59:00,direct,,desktop,/home,46
0577e58b-679c-47,e2654bd2-598,2024-03-17 18:35:00,organic_search,content_hub_v2,desktop,/pricing,367
697c349a-4ec1-4d,e2654bd2-598,2024-03-18 23:53:00,organic_search,content_hub_v2,desktop,/signup,107
cc321d63-d0a6-45,7db0fd62-35e,2024-01-07 06:54:00,paid_social,youtube_retarget,mobile,/products,245
d0d24ba9-5f50-4b,7db0fd62-35e,2024-01-08 08:41:00,referral,partner_promo_jan,mobile,/about,540
8800c2c7-33da-4d,7db0fd62-35e,2024-01-09 00:30:00,paid_search,retargeting_jan,mobile,/products,192
6881047d-3536-48,e3cc85fd-930,2024-03-18 20:17:00,referral,,desktop,/about,400
c52dc558-5a07-46,d6ddfb6d-1b6,2024-01-28 16:52:00,email,loyalty_nudge,desktop,/blog,421
df38bc34-d70a-48,d6ddfb6d-1b6,2024-01-29 00:32:00,direct,,desktop,/signup,398
886b419d-96df-48,d6ddfb6d-1b6,2024-01-30 09:43:00,direct,,desktop,/home,508
a63e7f31-0b04-40,e240faca-610,2024-02-05 08:41:00,email,abandoned_cart,tablet,/signup,320
588155ae-f4f2-4b,dc721cce-003,2024-01-31 12:42:00,paid_social,youtube_retarget,mobile,/pricing,158
b16579da-e4af-4d,dc721cce-003,2024-02-01 20:31:00,referral,partner_promo_jan,mobile,/pricing,280
62c60044-af87-4e,733de279-816,2024-01-05 06:21:00,referral,,tablet,/signup,242
a220ec78-5a1e-4e,733de279-816,2024-01-06 20:50:00,referral,,tablet,/about,382
d5aac35d-8429-47,733de279-816,2024-01-07 05:53:00,direct,,tablet,/signup,586
022f862a-a937-4a,733de279-816,2024-01-08 03:30:00,organic_search,content_hub_v2,tablet,/products,279
ec8a7d70-36d6-49,912a637a-129,2024-01-24 02:14:00,email,loyalty_nudge,tablet,/pricing,243
eed1f600-8b26-4d,912a637a-129,2024-01-25 13:50:00,referral,affiliate_v2,tablet,/pricing,395
bfa6130c-b5fe-41,912a637a-129,2024-01-26 09:29:00,email,loyalty_nudge,tablet,/checkout,135
b1e2810f-6dac-4c,912a637a-129,2024-01-27 20:37:00,social_media,instagram_launch,tablet,/blog,87
6c28502c-7e82-41,912a637a-129,2024-01-28 16:07:00,social_media,instagram_launch,tablet,/checkout,405
77842acd-a5b8-43,912a637a-129,2024-01-29 13:03:00,direct,,tablet,/checkout,169
aaeb034e-df74-44,07308dbd-fab,2024-02-13 04:20:00,direct,,desktop,/checkout,199
2d83a1d8-56c8-4a,07308dbd-fab,2024-02-14 15:21:00,paid_social,meta_lookalike,desktop,/signup,196
492dbdb8-ea89-4a,ab661b9a-a31,2024-01-01 05:36:00,email,welcome_series,desktop,/checkout,177
2df048ee-9e33-4c,ab661b9a-a31,2024-01-02 04:39:00,social_media,instagram_launch,desktop,/about,454
76e3ecb8-2948-46,ab661b9a-a31,2024-01-03 15:24:00,social_media,tiktok_awareness,desktop,/home,53
12b3485d-2305-4f,093845d8-5c5,2024-02-17 06:01:00,email,loyalty_nudge,mobile,/signup,19
b9339bc9-0c86-44,093845d8-5c5,2024-02-18 07:14:00,referral,,mobile,/signup,367
df6e7042-d68d-42,093845d8-5c5,2024-02-19 03:24:00,email,welcome_series,mobile,/blog,328
2a5e64e6-620d-44,093845d8-5c5,2024-02-20 01:19:00,organic_search,seo_blog_push,mobile,/pricing,481
bd01a40c-ac3c-4a,093845d8-5c5,2024-02-21 19:33:00,referral,,mobile,/pricing,459
637ee855-101e-46,8f7b6e9d-591,2024-02-13 05:58:00,email,welcome_series,desktop,/checkout,428
61dc8816-f792-4e,8f7b6e9d-591,2024-02-14 07:46:00,paid_search,spring_sale_2024,desktop,/products,231
313f7889-fc11-41,8f7b6e9d-591,2024-02-15 18:32:00,referral,partner_promo_jan,desktop,/products,141
02fc161d-b518-43,8f7b6e9d-591,2024-02-16 20:50:00,email,loyalty_nudge,desktop,/home,399
3f375722-f075-45,8f7b6e9d-591,2024-02-17 17:39:00,referral,affiliate_v2,desktop,/home,64
baa9b86e-bbff-46,8f7b6e9d-591,2024-02-18 20:53:00,referral,partner_promo_jan,desktop,/home,64
eb2a7ff8-c493-4e,2f837e72-dbc,2024-02-26 08:30:00,paid_search,retargeting_jan,desktop,/signup,171
dfad09a2-6f1f-49,2f837e72-dbc,2024-02-27 21:40:00,organic_search,,desktop,/home,323
86455fbb-69e1-40,2f837e72-dbc,2024-02-28 03:42:00,social_media,fb_engagement,desktop,/blog,291
64feba8f-22a2-41,2f837e72-dbc,2024-02-29 13:53:00,direct,,desktop,/home,538
d5fac7dd-44bb-40,2f837e72-dbc,2024-03-01 03:18:00,referral,,desktop,/home,123
3ad99f98-b680-4f,2f837e72-dbc,2024-03-02 19:12:00,social_media,instagram_launch,desktop,/checkout,284
295812d7-abff-43,84e8b555-8f4,2024-02-22 17:31:00,organic_search,seo_blog_push,desktop,/products,507
dd6eea26-348b-4c,84e8b555-8f4,2024-02-23 00:00:00,email,welcome_series,desktop,/signup,106
47fee9f1-e52c-4d,054eb598-5da,2024-03-26 16:04:00,organic_search,seo_blog_push,desktop,/signup,118
dbe9638d-012c-45,b39c06d4-05e,2024-02-28 01:06:00,email,abandoned_cart,desktop,/checkout,193
f56b55e1-a255-45,b39c06d4-05e,2024-02-29 09:23:00,paid_social,meta_lookalike,desktop,/checkout,335
22f5fe34-80ed-44,b39c06d4-05e,2024-03-01 03:06:00,social_media,fb_engagement,desktop,/checkout,61
4b7f7495-83e2-4e,037a59c8-2b3,2024-03-25 11:57:00,organic_search,content_hub_v2,tablet,/about,289
d2c9874c-184e-47,cdc11382-b6f,2024-02-13 12:29:00,paid_search,brand_awareness_q1,mobile,/pricing,409
1d9e7821-026a-47,cdc11382-b6f,2024-02-14 13:41:00,referral,affiliate_v2,mobile,/checkout,185
6c48d844-5076-41,cdc11382-b6f,2024-02-15 22:46:00,paid_search,spring_sale_2024,mobile,/home,178
d7281d7a-0367-47,cdc11382-b6f,2024-02-16 18:30:00,paid_search,brand_awareness_q1,mobile,/checkout,597
0e527987-34eb-45,cdc11382-b6f,2024-02-17 05:39:00,referral,affiliate_v2,mobile,/about,382
31db20fa-4335-46,cdc11382-b6f,2024-02-18 21:56:00,direct,,mobile,/checkout,148
7196d8f8-95d2-4e,2d0e9dba-a30,2024-02-22 08:41:00,paid_search,spring_sale_2024,desktop,/pricing,27
d5ee692a-00f4-4c,2d0e9dba-a30,2024-02-23 16:49:00,referral,,desktop,/signup,593
3862fe6f-37e6-44,2d0e9dba-a30,2024-02-24 10:33:00,organic_search,,desktop,/blog,112
3ad7054d-14f4-47,2d0e9dba-a30,2024-02-25 23:15:00,social_media,fb_engagement,desktop,/about,369
6a457737-f52c-49,b6890a49-82b,2024-03-12 20:59:00,paid_search,spring_sale_2024,tablet,/products,532
ccfaa1a7-7522-4e,b6890a49-82b,2024-03-13 15:55:00,paid_social,linkedin_b2b,tablet,/products,91
22170f7f-42f2-47,b6890a49-82b,2024-03-14 10:15:00,paid_social,linkedin_b2b,tablet,/pricing,299
8bb0024d-3dc6-49,b6890a49-82b,2024-03-15 07:35:00,paid_search,retargeting_jan,tablet,/signup,402
1a601ea9-459f-42,b6890a49-82b,2024-03-16 02:29:00,social_media,instagram_launch,tablet,/about,473
afb6e7f2-202e-40,b6890a49-82b,2024-03-17 14:20:00,paid_search,brand_awareness_q1,tablet,/home,524
addd7348-5715-4f,0c39a2f0-d2b,2024-01-14 17:35:00,social_media,instagram_launch,desktop,/home,108
29abed2f-478a-45,0c39a2f0-d2b,2024-01-15 19:40:00,paid_social,youtube_retarget,desktop,/pricing,535
3ced5b50-5acc-45,0c39a2f0-d2b,2024-01-16 20:42:00,direct,,desktop,/about,364
4b271892-9057-42,0c39a2f0-d2b,2024-01-17 07:54:00,email,welcome_series,desktop,/about,354
5f7c9869-6a45-49,0c39a2f0-d2b,2024-01-18 22:42:00,direct,,desktop,/pricing,478
849ee703-6abe-47,0c39a2f0-d2b,2024-01-19 21:14:00,paid_search,spring_sale_2024,desktop,/home,364
3f731199-81cc-47,35f59389-201,2024-02-07 22:06:00,direct,,tablet,/home,183
7bd7e73d-b6df-40,35f59389-201,2024-02-08 22:47:00,social_media,instagram_launch,tablet,/signup,434
5aaefdfa-b047-4a,35f59389-201,2024-02-09 19:12:00,paid_search,brand_awareness_q1,tablet,/products,138
30bf3aa4-a438-43,60272195-a7e,2024-01-25 13:02:00,email,welcome_series,tablet,/signup,141
ba749636-6886-47,60272195-a7e,2024-01-26 14:42:00,paid_social,linkedin_b2b,tablet,/blog,531
